id,city_or_regency,year,total_area (km2),population,densities,traffic_density,green_open_space,hdi,gross_regional_domestic_product,total_landfills,solid_waste_generated,happiness_score
53712022,City of Kupang,2022,159.33,"458,253",2876.13,Medium,,80.2,"26,200",1,"8,319.26",72.57
61012022,Sambas,2022,"6,395.70","641,271",100.27,Low,0.56,67.95,"24,423",5,"11,611.20",71.39
61042022,Mempawah,2022,"2,797.88","308,804",110.37,Low,32.38,66.94,"9,956",1,"3,066.97",72.79
61052022,Sanggau,2022,"12,857.70","497,280",38.68,Low,0.25,66.91,"23,847",6,"8,984.18",73.7
61062022,Ketapang,2022,"31,588.00","584,946",18.52,Low,,67.92,"34,314",,,72.69
61072022,Sintang,2022,"21,635.00","432,206",19.98,Low,,67.86,"17,330",,,72.07
61082022,Kapuas Hulu,2022,"29,842.00","258,989",8.68,Low,,66.7,"12,187",1,"4,866.38",72.94
61092022,Sekadau,2022,"5,444.20","216,862",39.83,Low,,65.58,"7,884",,,73.48
61102022,Melawi,2022,"10,640.80","235,669",22.15,Low,0.27,66.81,"6,177",,,74.36
61112022,Kayong Utara,2022,"4,568.26","130,592",28.59,Low,,63.81,"4,981",,,72.38
61122022,Kubu Raya,2022,"6,985.20","628,558",89.98,Low,,68.91,"35,209",,,73.7
61722022,City of Singkawang,2022,504.00,"242,177",480.51,Low,,72.89,"11,922",1,"3,429.79",72.54
62042022,Barito Selatan,2022,"7,020.09","133,478",19.01,Low,,71.01,"8,132",1,"2,443.97",73.24
62052022,Barito Utara,2022,"8,300.00","158,539",19.10,Low,0.17,71.21,"14,298",1,"2,260.39",72.89
62062022,Sukamara,2022,"3,827.00","65,457",17.10,Low,,68.94,"5,460",,,72.54
62072022,Lamandau,2022,"6,414.00","100,509",15.67,Low,0.56,71.11,"7,316",,,74.66
62082022,Seruyan,2022,"16,404.00","168,262",10.26,Low,0.03,68.24,"10,809",1,"2,999.94",74.63
62092022,Katingan,2022,"20,382.53","166,820",8.18,Low,,69.74,"9,966",,,73.24
62102022,Pulang Pisau,2022,"8,997.00","136,869",15.21,Low,0.08,69.01,"6,465",1,"2,469.88",73.21
62112022,Gunung Mas,2022,"10,804.00","140,125",12.97,Low,0.00,71.4,"8,135",1,"3,705.84",75.6
62122022,Barito Timur,2022,"3,834.00","115,860",30.22,Low,0.01,72.07,"10,948",,"1,679.83",72.17
62132022,Murung Raya,2022,"23,700.16","114,831",4.85,Low,0.79,68.63,"12,999",1,"2,033.98",72.85
62712022,City of Palangka Raya,2022,"2,853.19","301,417",105.64,Low,304.75,81.16,"21,955",1,"5,544.81",73.58
63012022,Tanah Laut,2022,"3,631.35","358,090",98.61,Low,2.14,70.35,"19,022",1,"5,180.74",72.2
63022022,Kotabaru,2022,"9,442.46","326,631",34.59,Low,3.00,69.74,"33,266",1,"6,614.35",73.94
63032022,Banjar,2022,"4,668.50","570,347",122.17,Low,0.25,70.72,"21,071",1,"13,051.24",72.89
63042022,Barito Kuala,2022,"2,996.46","319,708",106.70,Low,39.25,67.37,"9,868",2,"3,517.98",75.01
63082022,Hulu Sungai Utara,2022,915.05,"233,428",255.10,Low,0.04,66.84,"5,671",1,"3,376.83",73.33
63092022,Tabalong,2022,"3,556.00","258,525",72.70,Low,10.88,73.13,"29,172",1,"3,750.78",74.08
63102022,Tanah Bumbu,2022,"4,871.39","341,137",70.03,Low,0.83,71.79,"31,610",3,"6,074.35",74.59
63112022,Balangan,2022,"1,878.30","133,789",71.23,Low,2.59,69.73,"19,848",1,"2,057.63",73.18
63722022,City of Banjar Baru,2022,371.38,"268,292",722.42,Low,65.17,79.68,"11,786",1,"6,707.97",72.67
64012022,Paser,2022,"11,603.94","286,952",24.73,Low,51.30,73.44,"76,262",1,"4,330.10",74.6
64032022,Kutai Kartanegara,2022,"27,263.10","791,855",29.04,Low,77.28,74.67,"240,393",6,"11,452.48",74.08
64042022,Kutai Timur,2022,"35,747.50","399,453",11.17,Low,,74.35,"211,101",2,"7,767.44",73.4
64052022,Berau,2022,"34,127.17","236,325",6.92,Low,20.19,75.74,"60,158",2,"4,980.19",72.74
64092022,Penajam Paser Utara,2022,"3,333.00","159,073",47.73,Low,333.56,72.55,"13,129",1,"3,503.40",73.31
64112022,Mahakam Ulu,2022,"15,315.00","27,201",1.78,Low,,68.75,"3,169",,558.46,74.67
64722022,City of Samarinda,2022,716.96,"865,911",1207.75,Low,0.05,81.43,"83,354",2,"21,434.79",73.41
65012022,Malinau,2022,"38,911.80","84,509",2.17,Low,,72.75,"17,587",,,77.97
65032022,Tana Tidung,2022,"3,504.00","26,783",7.64,Low,0.00,68.6,"8,626",1,517.79,76.67
65042022,Nunukan,2022,"13,564.00","204,762",15.10,Low,"4,565.60",67.16,"40,151",1,"1,557.68",75.95
65712022,City of Tarakan,2022,251.00,"248,182",988.77,Low,,76.68,"47,488",,,76.77
71012022,Bolaang Mongondow,2022,"3,269.30","252,648",77.28,Low,,68.95,"9,777",1,"4,571.22",75.89
71022022,Minahasa,2022,"1,128.45","350,317",310.44,Low,,76.18,"20,369",2,"6,363.28",75.9
71032022,Kepulauan Sangihe,2022,597.26,"140,165",234.68,Low,0.01,71.63,"5,223",1,"2,039.39",75.17
71042022,Kepulauan Talaud,2022,"1,012.14","95,545",94.40,Low,0.19,70.43,"2,631",,,76.2
71052022,Minahasa Selatan,2022,"1,456.69","241,680",165.91,Low,0.01,72.89,"10,527",1,"3,452.36",74.16
71062022,Minahasa Utara,2022,995.55,"229,368",230.39,Low,102.69,74.69,"17,226",1,"4,311.42",73.67
71092022,Minahasa Tenggara,2022,753.14,"118,023",156.71,Low,,71.48,"6,147",1,"1,684.10",74.89
71102022,Bolaang Mongondow Selatan,2022,"1,796.07","71,481",39.80,Low,,65.9,"2,504",1,"1,055.35",75.56
71112022,Bolaang Mongondow Timur,2022,859.97,"92,299",107.33,Low,0.08,67.21,"3,533",,"1,347.62",74.07
71712022,City of Manado,2022,162.35,"454,606",2800.16,Medium,,79.66,"43,920",1,"10,624.11",74.81
71722022,City of Bitung,2022,329.72,"229,795",696.94,Low,0.00,74.7,"20,620",1,"5,805.52",75.54
71732022,City of Tomohon,2022,169.06,"101,151",598.31,Low,8.41,77.44,"5,034",1,"1,851.04",76.32
71742022,City of Kotamobagu,2022,108.89,"125,405",1151.67,Low,18.52,73.96,"4,413",1,"3,146.38",75.14
72012022,Banggai Kepulauan,2022,"2,385.07","123,576",51.81,Low,0.04,66.08,"4,569",1,"2,192.59",75.77
72032022,Morowali,2022,"4,486.89","176,244",39.28,Low,0.75,72.55,"146,772",1,"3,064.36",76.48
72042022,Poso,2022,"7,545.93","252,650",33.48,Low,0.00,71.93,"10,891",,,75.86
72052022,Donggala,2022,"5,126.59","305,890",59.67,Low,0.62,66.25,"13,781",1,"4,423.29",75.27
72062022,Toli-Toli,2022,"3,700.37","228,641",61.79,Low,0.10,66.76,"9,697",,,76.42
72072022,Buol,2022,"3,723.58","148,246",39.81,Low,,68.72,"6,713",,,74.52
72082022,Parigi Moutong,2022,"5,805.61","446,712",76.94,Low,2.40,66.26,"20,061",1,"8,258.25",74.69
72102022,Sigi,2022,"5,225.44","266,812",51.06,Low,,69.05,"10,600",1,"4,700.84",76.83
72112022,Banggai Laut,2022,725.67,"71,345",98.32,Low,,66.22,"2,804",1,"1,354.99",74.71
72122022,Morowali Utara,2022,"8,736.01","124,006",14.19,Low,,68.97,"21,082",,"2,230.88",75.4
72712022,City of Palu,2022,395.06,"381,572",965.86,Low,9.98,82.02,"28,445",1,"7,407.37",73.57
73012022,Kepulauan Selayar,2022,"1,160.36","139,658",120.36,Low,0.25,68.35,"7,480",1,"2,014.42",71.85
73022022,Bulukumba,2022,"1,175.53","445,815",379.25,Low,36.99,70.34,"17,233",1,"6,530.46",75.59
73032022,Bantaeng,2022,390.97,"200,843",513.70,Low,0.48,69.69,"12,164",1,"2,956.24",72.45
73062022,Gowa,2022,"1,813.00","788,159",434.73,Low,,70.99,"25,612",,,72.58
73092022,Pangkajene dan Kepulauan,2022,888.91,"352,056",396.05,Low,,69.79,"30,482",1,"5,153.06",75.07
73102022,Barru,2022,"1,201.90","186,678",155.32,Low,1.13,71.53,"8,878",1,"2,781.72",72.67
73112022,Bone,2022,"4,567.36","816,013",178.66,Low,4.72,67.01,"43,641",1,"14,811.52",73.01
73122022,Soppeng,2022,"1,385.55","237,120",171.14,Low,1.78,69.7,"13,742",1,"3,439.38",72.7
73142022,Sidenreng Rappang,2022,"1,832.30","325,058",177.40,Low,0.24,72.06,"16,699",1,"4,718.63",73.84
73152022,Pinrang,2022,"1,896.58","413,966",218.27,Low,0.65,71.97,"23,765",1,"6,586.18",73.33
73162022,Enrekang,2022,"1,806.85","231,121",127.91,Low,,73.39,"9,025",1,"4,174.07",72.74
73172022,Luwu,2022,"2,902.07","374,316",128.98,Low,,71.36,"19,981",,,72.83
73182022,Tana Toraja,2022,"2,043.62","286,451",140.17,Low,,69.88,"8,757",1,"4,249.27",73.54
73222022,Luwu Utara,2022,"7,422.42","329,892",44.45,Low,"1,248.80",70.51,"16,051",,,74.43
73262022,Toraja Utara,2022,"1,289.13","268,877",208.57,Low,0.22,70.36,"11,311",1,"5,784.78",74.43
73712022,City of Makasar,2022,176.85,"1,444,879",8170.08,Medium,,83.12,"208,936",1,"36,592.43",73.25
73722022,City of Parepare,2022,89.67,"155,912",1738.73,Low,20.91,78.54,"8,697",1,"2,838.90",73.37
73732022,City of Palopo,2022,273.24,"189,841",694.78,Low,0.48,78.91,"9,768",1,"3,418.79",73.58
74022022,Muna,2022,"1,858.10","221,370",119.14,Low,0.52,69.61,"8,261",1,"3,393.76",73.44
74032022,Konawe,2022,"5,351.85","264,930",49.50,Low,,72.04,"14,270",,,75.74
74042022,Kolaka,2022,"2,958.92","243,040",82.14,Low,"3,145.80",73.98,"31,397",1,"4,402.16",73.42
74052022,Konawe Selatan,2022,"4,237.74","318,350",75.12,Low,,69.36,"14,537",,,73.86
74062022,Bombana,2022,"3,293.97","155,510",47.21,Low,,66.81,"7,780",,,75.57
74072022,Wakatobi,2022,450.46,"114,620",254.45,Low,0.16,70.85,"5,241",1,"2,945.56",74.96
74082022,Kolaka Utara,2022,"2,932.25","142,770",48.69,Low,0.04,70.39,"10,096",1,"2,034.06",75.88
74092022,Buton Utara,2022,"1,755.83","68,090",38.78,Low,,69,"3,802",,,73.75
74102022,Konawe Utara,2022,"4,219.81","70,680",16.75,Low,,71.1,"4,799",,,72.81
74112022,Kolaka Timur,2022,"3,992.53","123,980",31.05,Low,,68.73,"5,274",,,75.89
74122022,Konawe Kepulauan,2022,705.71,"38,310",54.29,Low,,66.69,"1,579",,,74.85
74132022,Muna Barat,2022,818.70,"87,590",106.99,Low,,66.21,"3,070",,,74.17
74142022,Buton Tengah,2022,836.96,"117,630",140.54,Low,,65.29,"2,794",,,75.7
74152022,Buton Selatan,2022,517.63,"97,950",189.23,Low,,65.44,"3,314",1,802.67,76.89
74722022,City of Baubau,2022,294.14,"163,720",556.61,Low,0.27,76.67,"10,711",1,"2,992.33",74.41
75012022,Boalemo,2022,"1,830.87","148,526",81.12,Low,0.47,67.27,"6,112",,,77.43
75022022,Gorontalo,2022,"2,160.36","398,801",184.60,Low,0.99,68.28,"14,889",1,"5,776.27",76.51
75032022,Pohuwato,2022,"4,370.36","149,297",34.16,Low,0.94,66.53,"7,534",1,"2,156.26",74.25
75042022,Bone Bolango,2022,"1,889.00","166,200",87.98,Low,0.22,70.9,"5,279",1,"1,819.89",75.67
75052022,Gorontalo Utara,2022,"1,703.63","128,563",75.46,Low,0.58,66.01,"3,854",,,73.22
75712022,City of Gorontalo,2022,70.93,"201,350",2838.71,Medium,0.04,78.22,"9,757",1,"5,164.65",72.8
76012022,Majene,2022,947.84,"177,390",187.15,Low,,67.84,"5,537",1,"2,589.89",74.16
76022022,Polewali Mandar,2022,"2,074.76","490,493",236.41,Low,33.00,64.79,"14,843",,,75.16
76032022,Mamasa,2022,"3,005.88","166,471",55.38,Low,,67.21,"3,288",,,73.49
76042022,Mamuju,2022,"4,979.89","285,616",57.35,Low,,68.88,"13,378",1,,74.57
76052022,Mamuju Utara,2022,"3,043.75","198,608",65.25,Low,0.00,68.61,"13,185",,,73.35
76062022,Mamuju Tengah,2022,"3,014.37","140,028",46.45,Low,,66.89,"3,814",1,"2,005.75",75.91
81012022,Maluku Tenggara Barat,2022,"10,102.92","124,787",12.35,Low,,63.45,"3,153",,,76.76
81022022,Maluku Tenggara,2022,"4,676.00","124,199",26.56,Low,,66.88,"3,785",,,77.98
81032022,Maluku Tengah,2022,"2,759.07","427,050",154.78,Low,0.07,71.81,"9,986",1,"6,201.06",76.56
81062022,Seram Bagian Barat,2022,"6,948.40","217,958",31.37,Low,,66.67,"3,501",,,76.8
81072022,Seram Bagian Timur,2022,"3,952.08","143,438",36.29,Low,,65.05,"3,638",,,76.86
81082022,Maluku Barat Daya,2022,"8,633.15","82,560",9.56,Low,0.04,63.07,"2,264",,,75.92
81712022,City of Ambon,2022,377.00,"348,225",923.67,Low,,81.63,"17,175",,,76.82
81722022,City of Tual,2022,352.66,"93,145",264.12,Low,,68.6,"2,909",,,76.61
82012022,Halmahera Barat,2022,"2,239.11","136,282",60.86,Low,,66.2,"2,529",,,76.92
82022022,Halmahera Tengah,2022,"2,276.90","86,379",37.94,Low,,66.49,"21,302",,,75.79
82042022,Halmahera Selatan,2022,"8,096.40","253,331",31.29,Low,,65.06,"14,326",,,76.54
82052022,Halmahera Utara,2022,"3,891.62","201,196",51.70,Low,0.00,68.38,"6,489",1,"5,049.70",77.13
82062022,Halmahera Timur,2022,"6,488.73","96,395",14.86,Low,,67.93,"4,184",,,75.51
82072022,Pulau Morotai,2022,"2,337.33","78,304",33.50,Low,,63.8,"1,752",,,76.15
82082022,Pulau Taliabu,2022,"2,985.75","63,231",21.18,Low,,61.64,"1,871",,,76.03
82712022,City of Ternate,2022,579.54,"201,916",348.41,Low,0.03,80.81,"12,314",,,74.89
91012022,Fakfak,2022,"14,320.00","89,319",6.24,Low,,69.12,"5,591",,,74.54
91022022,Kaimana,2022,"18,500.00","65,061",3.52,Low,,66.11,"2,741",1,929.04,76.5
91032022,Teluk Wondama,2022,"14,953.80","45,030",3.01,Low,,60.87,"1,663",1,669.72,72.97
91042022,Teluk Bintuni,2022,"18,658.00","80,884",4.34,Low,,65.27,"34,935",,,75.56
91052022,Manokwari,2022,"14,250.94","200,785",14.09,Low,,72.6,"10,282",1,"5,962.78",76.76
91072022,Sorong,2022,"13,075.28","124,195",9.50,Low,,66.69,"11,572",1,"1,816.27",76.74
91082022,Raja Ampat,2022,"67,379,600","66,793",0.00,Low,,64.65,"4,066",,,74.33
91092022,Tambrauw,2022,"11,529.18","32,617",2.83,Low,,54.63,256,,,77.59
91112022,Manokwari Selatan,2022,"2,812.44","37,423",13.31,Low,,60.68,887,,,74.64
91712022,City of Sorong,2022,"1,105.00","282,802",255.93,Low,,78.98,"16,174",,,74.66
94022022,Jayawijaya,2022,"7,030.66","273,503",38.90,Low,,59.6,"9,166",,,69.56
94032022,Jayapura,2022,"17,514.00","200,224",11.43,Low,0.03,72.67,"18,279",1,"3,136.03",71.78
94092022,Biak Numfor,2022,"2,602.00","146,346",56.24,Low,681.00,72.85,"5,865",1,"2,143.46",69.81
94102022,Paniai,2022,"6,526.25","122,124",18.71,Low,,57.14,"4,705",,,72.79
94122022,Mimika,2022,"21,693.51","312,255",14.39,Low,,75.08,"110,425",1,"5,774.21",70.93
94132022,Boven Digoel,2022,"27,108.29","65,310",2.41,Low,,62.52,"5,078",1,951.82,69.96
94142022,Mappi,2022,"23,824.00","108,232",4.54,Low,,59.61,"3,351",,,71.14
94152022,Asmat,2022,"23,746.00","108,912",4.59,Low,,52.22,"2,881",,"1,657.45",71.44
94162022,Yahukimo,2022,"17,512.00","355,021",20.27,Low,,50.25,"2,694",,,71.74
94172022,Pegunungan Bintang,2022,"15,683.00","112,251",7.16,Low,,47.21,"2,203",,,71.92
94182022,Tolikara,2022,"14,263.00","251,117",17.61,Low,,50.51,"1,817",,,70.85
94192022,Sarmi,2022,"18,034.00","41,821",2.32,Low,,64.86,"3,316",1,611.00,72.63
94262022,Waropen,2022,"22,004.87","36,974",1.68,Low,,65.67,"2,311",,528.52,67.67
94272022,Supiori,2022,634.24,"25,015",39.44,Low,,63.65,"1,139",,,71.78
94282022,Mamberamo Raya,2022,"23,813.91","38,735",1.63,Low,,53.1,"1,973",,,71.56
94292022,Nduga,2022,"12,941.00","110,676",8.55,Low,,34.1,"1,413",,,71.65
94312022,Mamberamo Tengah,2022,"3,743.64","48,735",13.02,Low,,49.25,"1,287",,,70.23
94322022,Yalimo,2022,"4,330.29","104,066",24.03,Low,,49.9,"1,440",,,70.52
94332022,Puncak,2022,"8,055.00","176,561",21.92,Low,,43.87,"1,613",,,71.64
94342022,Dogiyai,2022,"4,237.40","115,380",27.23,Low,,55.72,"1,445",,,70.72
94352022,Intan Jaya,2022,"3,922.02","136,365",34.77,Low,,49.25,"1,359",,,70.71
94712022,City of Jayapura,2022,940.00,"368,578",392.10,Low,6.93,80.61,"35,365",1,"7,952.83",70.69
11022023,Aceh Singkil,2023,"1,857.88","135,435",72.90,Low,,70.14,"3,203",1,"1,909.49",75.53
11032023,Aceh Selatan,2023,"4,173.82","236,933",56.77,Low,,68.44,"7,034",1,"3,532.35",76.31
11042023,Aceh Tenggara,2023,"4,242.04","231,331",54.53,Low,2.20,71.05,"6,258",1,"4,166.62",73.98
11062023,Aceh Tengah,2023,"4,527.53","227,168",50.17,Low,0.96,74.6,"9,843",,,75.38
11072023,Aceh Barat,2023,"2,927.95","204,475",69.84,Low,0.17,72.88,"13,572",1,"3,681.37",75.86
11082023,Aceh Besar,2023,"2,903.50","435,298",149.92,Low,,74.53,"16,978",2,"5,405.33",76.70
11092023,Pidie,2023,"3,184.46","444,898",139.71,Low,0.42,71.66,"13,490",,,76.01
11102023,Bireuen,2023,"1,781.34","458,978",257.66,Low,0.00,73.63,"17,028",,,76.03
11112023,Aceh Utara,2023,"3,296.86","627,543",190.35,Low,,70.87,"28,472",,,75.32
11132023,Gayo Lues,2023,"5,365.98","104,856",19.54,Low,,68.93,"3,336",1,"1,506.85",74.70
11142023,Aceh Tamiang,2023,"1,957.02","308,102",157.43,Low,,71.35,"10,729",1,"4,456.17",73.63
11162023,Aceh Jaya,2023,"3,727.00","99,717",26.76,Low,0.82,70.88,"3,374",2,"1,752.51",73.68
11172023,Bener Meriah,2023,"1,145.00","175,781",153.52,Low,0.00,74.49,"6,016",1,"2,468.57",74.03
11182023,Pidie Jaya,2023,952.11,"163,591",171.82,Low,10.00,74.8,"4,349",,,74.24
11722023,City of Sabang,2023,122.13,"43,527",356.40,Low,0.00,77.52,"1,747",1,630.84,72.70
11742023,City of Lhokseumawe,2023,181.06,"196,067",1082.88,Low,0.05,78.92,"11,170",,,75.08
11752023,City of Subulussalam,2023,"1,391.00","103,044",74.08,Low,0.20,67.1,"2,560",1,"2,083.11",76.17
12012023,Nias,2023,853.44,"153,658",180.05,Low,,64.56,"4,858",,,73.43
12032023,Tapanuli Selatan,2023,"4,355.35","312,540",71.76,Low,,71.55,"18,875",,,72.28
12042023,Tapanuli Tengah,2023,"2,194.98","386,895",176.26,Low,,70.91,"12,632",,,72.74
12052023,Tapanuli Utara,2023,"3,793.71","323,102",85.17,Low,,74.65,"10,490",,,73.96
12062023,Toba Samosir,2023,"2,022.00","213,850",105.76,Low,,76.38,"9,656",2,"3,506.72",74.15
12072023,Labuhan Batu,2023,"2,561.38","513,826",200.61,Low,,73.69,"45,763",,,75.47
12082023,Asahan,2023,"3,732.97","802,563",214.99,Low,0.68,71.56,"51,282",,,73.95
12092023,Simalungun,2023,"4,372.50","1,035,920",236.92,Low,,74.29,"52,239",1,"18,644.47",73.02
12112023,Karo,2023,"2,127.25","420,799",197.81,Low,,75.98,"26,409",,,73.46
12122023,Deli Serdang,2023,"2,498.00","2,018,164",807.91,Low,423.33,76.52,"139,098",,,73.12
12132023,Langkat,2023,"6,273.29","1,066,711",170.04,Low,,72.21,"56,191",,,71.43
12142023,Nias Selatan,2023,"2,487.99","382,539",153.75,Low,,64.12,"8,575",,,73.40
12152023,Humbang Hasundutan,2023,"2,297.20","204,700",89.11,Low,,70.75,"7,655",,,74.30
12162023,Pakpak Bharat,2023,"1,218.00","55,172",45.30,Low,,69.58,"1,560",,,73.69
12172023,Samosir,2023,"1,444.25","141,333",97.86,Low,,72.08,"5,656",,,73.63
12192023,Batu Bara,2023,904.96,"430,533",475.75,Low,0.00,70.31,"43,775",,,73.35
12202023,Padang Lawas Utara,2023,"3,945.56","275,448",69.81,Low,,71.63,"15,822",,,72.59
12212023,Padang Lawas,2023,"3,892.74","275,648",70.81,Low,,70.34,"16,127",,,71.51
12222023,Labuhan Batu Selatan,2023,"3,596.00","330,797",91.99,Low,,72.82,"37,584",,,73.29
12232023,Labuhan Batu Utara,2023,"3,545.80","401,863",113.33,Low,,73.63,"33,271",,,73.57
12242023,Nias Utara,2023,"1,242.00","155,873",125.50,Low,,64.64,"4,478",,,72.66
12712023,City of Sibolga,2023,10.77,"91,265",8474.00,Medium,0.00,75.2,"6,821",1,,73.62
12732023,City of Pematang Siantar,2023,79.97,"274,838",3436.76,Medium,0.71,80.46,"16,228",1,"5,866.46",72.76
12742023,City of Tebing Tinggi,2023,38.96,"178,914",4592.25,Medium,4.71,76.98,"7,428",,,73.59
12752023,City of Medan,2023,265.10,"2,474,166",9332.95,Medium,54.79,82.19,"303,312",,,73.55
12762023,City of Binjai,2023,90.45,"303,272",3352.92,Medium,,77.6,"14,460",,,73.26
12772023,City of Padangsidimpuan,2023,159.30,"236,217",1482.84,Low,,76.44,"7,929",,,73.44
12782023,City of Gunungsitoli,2023,469.40,"142,890",304.41,Low,,70.68,"6,924",,,72.73
13012023,Kepulauan Mentawai,2023,"6,033.76","90,406",14.98,Low,,63.13,"5,915",,,73.35
13022023,Pesisir Selatan,2023,"1,938.79","523,402",269.96,Low,600.20,71.44,"18,026",1,"5,655.87",73.87
13032023,Solok,2023,"3,738.00","401,371",107.38,Low,0.78,70.63,"17,316",1,"5,923.40",74.01
13052023,Tanah Datar,2023,"1,336.00","378,797",283.53,Low,130.83,73.98,"16,460",1,"4,738.26",72.40
13072023,Agam,2023,"2,232.40","547,578",245.29,Low,736.64,73.98,"26,163",1,"8,016.38",71.24
13082023,Lima Puluh Kota,2023,"3,354.00","391,054",116.59,Low,0.23,70.7,"19,604",,,72.72
13092023,Pasaman,2023,"3,947.63","311,744",78.97,Low,7.98,68.13,"11,360",1,"4,488.41",72.53
13112023,Dharmasraya,2023,"2,961.00","238,211",80.45,Low,0.02,73.04,"13,346",,,71.91
13122023,Pasaman Barat,2023,"3,887.77","448,639",115.40,Low,0.11,70.19,"19,545",,,72.12
13712023,City of Padang,2023,694.96,"924,687",1330.56,Low,142.27,83.58,"79,705",1,"23,629.66",75.02
13722023,City of Solok,2023,58.72,"77,240",1315.40,Low,11.46,79.58,"5,262",1,"2,036.41",71.58
13732023,City of Sawah Lunto,2023,273.45,"67,131",245.50,Low,0.34,74.42,"4,825",1,692.60,70.57
13742023,City of Padang Panjang,2023,23.00,"58,729",2553.43,Medium,0.05,79.26,"4,474",,,71.17
13752023,City of Bukittinggi,2023,25.24,"123,013",4873.73,Medium,1.11,81.78,"11,132",1,,69.31
13762023,City of Payakumbuh,2023,80.43,"145,468",1808.63,Low,8.53,79.97,"8,982",1,"3,404.16",72.98
13772023,City of Pariaman,2023,64.97,"98,143",1510.59,Low,,78.13,"6,435",1,,74.35
14022023,Indragiri Hulu,2023,"8,198.71","475,002",57.94,Low,,71.04,"56,482",,,73.67
14032023,Indragiri Hilir,2023,"12,614.78","663,248",52.58,Low,,67.98,"87,546",,,74.41
14042023,Pelalawan,2023,"12,614.78","422,907",33.52,Low,,73.59,"70,522",,,75.04
14052023,Siak,2023,"8,556.09","488,497",57.09,Low,1.44,74.98,"109,923",4,"6,972.23",74.45
14062023,Kampar,2023,"11,289.28","898,840",79.62,Low,,74.24,"106,929",,,73.97
14082023,Bengkalis,2023,514.00,"592,390",1152.51,Low,0.56,74.97,"168,636",4,"9,511.50",74.31
14092023,Rokan Hilir,2023,"8,881.59","669,996",75.44,Low,0.25,70.78,"94,740",,,73.31
14102023,Kepulauan Meranti,2023,"3,708.00","217,607",58.69,Low,0.01,67.28,"25,609",,,73.75
14712023,City of Pekanbaru,2023,632.30,"1,020,308",1613.65,Low,47.17,82.38,"159,961",,,74.62
14732023,City of Dumai,2023,"1,727.00","340,310",197.05,Low,0.26,75.66,"49,034",1,"6,210.66",73.67
15012023,Kerinci,2023,"3,807.00","255,100",67.01,Low,,72.54,"13,405",,,78.91
15022023,Merangin,2023,"7,679.00","368,400",47.97,Low,,70.81,"22,525",,,79.63
15032023,Sarolangun,2023,"6,174.00","302,200",48.95,Low,0.04,71.29,"21,509",,,80.80
15042023,Batang Hari,2023,"5,804.83","312,700",53.87,Low,0.24,71.02,"25,449",,,78.49
15052023,Muaro Jambi,2023,"5,246.00","418,800",79.83,Low,,71.04,"35,885",,,77.53
15062023,Tanjung Jabung Timur,2023,"5,426.00","236,700",43.62,Low,,66.65,"25,073",,,80.16
15082023,Tebo,2023,"6,461.00","350,800",54.30,Low,,70.63,"21,183",,,79.89
15092023,Bungo,2023,"4,659.00","376,400",80.79,Low,787.08,71.06,"26,235",1,"5,901.41",78.65
15712023,City of Jambi,2023,205.38,"627,800",3056.77,Medium,1.85,80.15,"40,581",,,79.69
15722023,City of Sungai Penuh,2023,391.50,"99,800",254.92,Low,,76.65,"9,475",,,79.36
16012023,Ogan Komering Ulu,2023,"4,797.00","379,130",79.03,Low,,71.01,"19,019",,,73.66
16022023,Ogan Komering Ilir,2023,"19,023.47","797,429",41.92,Low,,68.65,"37,395",,,70.83
16032023,Muara Enim,2023,"6,763.91","633,779",93.70,Low,21.04,70.24,"118,518",4,"8,497.14",75.28
16042023,Lahat,2023,"4,344.87","444,949",102.41,Low,0.86,69.1,"29,289",1,"9,805.33",72.32
16052023,Musi Rawas,2023,"6,357.09","407,694",64.13,Low,,68.26,"23,527",,,73.61
16062023,Musi Banyuasin,2023,"14,265.96","644,386",45.17,Low,"6,881.99",69.17,"85,771",8,"9,243.61",74.44
16072023,Banyu Asin,2023,"11,875.00","874,210",73.62,Low,294.96,68.65,"37,440",,,72.25
16082023,Ogan Komering Ulu Selatan,2023,"5,493.94","424,190",77.21,Low,,66.67,"11,090",,,71.83
16092023,Ogan Komering Ulu Timur,2023,"4,369.25","668,035",152.89,Low,0.11,70.96,"19,465",,,74.70
16112023,Empat Lawang,2023,"2,256.00","342,178",151.67,Low,,66.68,"6,303",,,72.06
16122023,Penukal Abab Lematang Ilir,2023,"1,840.00","202,681",110.15,Low,4.44,66.64,"8,719",,,74.62
16132023,Musi Rawas Utara,2023,"6,008.55","195,962",32.61,Low,,66.6,"9,067",,,75.24
16712023,City of Palembang,2023,352.52,"1,706,371",4840.49,Medium,43.87,80.02,"194,570",,,75.88
16732023,City of Pagar Alam,2023,633.66,"147,836",233.30,Low,287.53,70.45,"3,491",,"2,698.01",73.70
16742023,City of Lubuklinggau,2023,401.50,"242,976",605.17,Low,,76.19,"8,234",,,73.53
17022023,Rejang Lebong,2023,"1,515.76","283,689",187.16,Low,,72.31,"11,899",,,73.13
17032023,Bengkulu Utara,2023,"4,424.60","306,201",69.20,Low,4.38,70.28,"12,491",,,71.95
17052023,Seluma,2023,"4,128.00","216,977",52.56,Low,,68.27,"5,769",1,"3,901.39",72.51
17082023,Kepahiang,2023,665.00,"156,330",235.08,Low,0.00,69.6,"5,616",,,73.02
